Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 2012,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=2012&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Grand Canyon NP,1,"300,418",16.53%
Backcountry Campers,Lake Mead NRA,2,"170,771",9.40%
Backcountry Campers,Yosemite NP,3,"168,783",9.29%
Backcountry Campers,Great Smoky Mountains NP,4,"84,236",4.64%
Backcountry Campers,Glen Canyon NRA,5,"79,661",4.38%
Backcountry Campers,Canyonlands NP,6,"58,546",3.22%
Backcountry Campers,Olympic NP,7,"55,776",3.07%
Backcountry Campers,Delaware Water Gap NRA,8,"52,002",2.86%
Backcountry Campers,Zion NP,9,"48,932",2.69%
Backcountry Campers,Mount Rainier NP,10,"45,565",2.51%
Backcountry Campers,Shenandoah NP,11,"42,133",2.32%
Backcountry Campers,Denali NP & PRES,12,"41,685",2.29%
Backcountry Campers,Yellowstone NP,13,"40,460",2.23%
Backcountry Campers,Isle Royale NP,14,"33,808",1.86%
Backcountry Campers,Dinosaur NM,15,"32,556",1.79%
Backcountry Campers,Saint Croix NSR,16,"31,233",1.72%
Backcountry Campers,Grand Teton NP,17,"30,214",1.66%
Backcountry Campers,Point Reyes NS,18,"29,881",1.64%
Backcountry Campers,Rocky Mountain NP,19,"29,558",1.63%
Backcountry Campers,Voyageurs NP,20,"28,837",1.59%
Backcountry Campers,Glacier NP,21,"26,634",1.47%
Backcountry Campers,Sequoia NP,22,"21,969",1.21%
Backcountry Campers,Ross Lake NRA,23,"20,874",1.15%
Backcountry Campers,Channel Islands NP,24,"19,785",1.09%
Backcountry Campers,North Cascades NP,25,"19,360",1.07%
Backcountry Campers,Sleeping Bear Dunes NL,26,"18,034",0.99%
Backcountry Campers,Ozark NSR,27,"17,036",0.94%
Backcountry Campers,Big Bend NP,28,"15,648",0.86%
Backcountry Campers,Pictured Rocks NL,29,"14,850",0.82%
Backcountry Campers,Big Cypress NPRES,30,"14,627",0.81%
Backcountry Campers,Apostle Islands NL,31,"14,376",0.79%
Backcountry Campers,Padre Island NS,32,"13,630",0.75%
Backcountry Campers,Kings Canyon NP,33,"12,121",0.67%
Backcountry Campers,Big South Fork NRRA,34,"11,889",0.65%
Backcountry Campers,Joshua Tree NP,35,"9,983",0.55%
Backcountry Campers,Cape Lookout NS,36,"9,803",0.54%
Backcountry Campers,Noatak NPRES,37,"9,600",0.53%
Backcountry Campers,Everglades NP,38,"8,456",0.47%
Backcountry Campers,Kobuk Valley NP,39,"8,400",0.46%
Backcountry Campers,Buffalo NR,40,"8,368",0.46%
Backcountry Campers,Cape Krusenstern NM,41,"6,500",0.36%
Backcountry Campers,Gates of the Arctic NP & PRES,42,"5,708",0.31%
Backcountry Campers,Glacier Bay NP & PRES,43,"5,381",0.30%
Backcountry Campers,Mammoth Cave NP,44,"5,348",0.29%
Backcountry Campers,Cumberland Island NS,45,"5,327",0.29%
Backcountry Campers,Yukon-Charley Rivers NPRES,46,"5,173",0.28%
Backcountry Campers,Whiskeytown NRA,47,"4,638",0.26%
Backcountry Campers,Hawaii Volcanoes NP,48,"4,466",0.25%
Backcountry Campers,Lake Chelan NRA,49,"4,395",0.24%
Backcountry Campers,Assateague Island NS,50,"4,299",0.24%
Backcountry Campers,Lassen Volcanic NP,51,"4,173",0.23%
Backcountry Campers,Rio Grande W&SR,52,"3,945",0.22%
Backcountry Campers,Klondike Gold Rush NHP Alaska,53,"3,908",0.22%
Backcountry Campers,Lake Clark NP & PRES,54,"3,237",0.18%
Backcountry Campers,"John D. Rockefeller, Jr. MEM PKWY",55,"2,986",0.16%
Backcountry Campers,Big Thicket NPRES,56,"2,807",0.15%
Backcountry Campers,Canaveral NS,57,"2,769",0.15%
Backcountry Campers,Katmai NP & PRES,58,"2,754",0.15%
Backcountry Campers,Great Sand Dunes NP & PRES,59,"2,613",0.14%
Backcountry Campers,Blue Ridge PKWY,60,"2,582",0.14%
Backcountry Campers,White Sands NM,61,"2,272",0.13%
Backcountry Campers,Crater Lake NP,62,"2,066",0.11%
Backcountry Campers,Capitol Reef NP,63,"1,810",0.10%
Backcountry Campers,Guadalupe Mountains NP,64,"1,742",0.10%
Backcountry Campers,Bryce Canyon NP,65,"1,712",0.09%
Backcountry Campers,Haleakala NP,66,"1,587",0.09%
Backcountry Campers,Saguaro NP,67,"1,545",0.09%
Backcountry Campers,Fire Island NS,68,"1,390",0.08%
Backcountry Campers,Acadia NP,69,"1,316",0.07%
Backcountry Campers,Cumberland Gap NHP,70,"1,295",0.07%
Backcountry Campers,Redwood NP,71,"1,255",0.07%
Backcountry Campers,Bering Land Bridge NPRES,72,"1,123",0.06%
Backcountry Campers,Lake Roosevelt NRA,73,"1,083",0.06%
Backcountry Campers,Moores Creek NB,74,"1,011",0.06%
Backcountry Campers,Badlands NP,75,979,0.05%
Backcountry Campers,Golden Gate NRA,76,958,0.05%
Backcountry Campers,Gulf Islands NS,77,911,0.05%
Backcountry Campers,Canyon de Chelly NM,78,896,0.05%
Backcountry Campers,Theodore Roosevelt NP,79,891,0.05%
Backcountry Campers,Congaree NP,80,867,0.05%
Backcountry Campers,Arches NP,81,851,0.05%
Backcountry Campers,Obed W&SR,82,706,0.04%
Backcountry Campers,Black Canyon of the Gunnison NP,83,666,0.04%
Backcountry Campers,Great Basin NP,84,638,0.04%
Backcountry Campers,Kenai Fjords NP,85,514,0.03%
Backcountry Campers,Organ Pipe Cactus NM,86,455,0.03%
Backcountry Campers,Prince William Forest Park,87,388,0.02%
Backcountry Campers,Catoctin Mountain Park,88,295,0.02%
Backcountry Campers,Kings Mountain NMP,89,267,0.01%
Backcountry Campers,Petrified Forest NP,90,257,0.01%
Backcountry Campers,Bandelier NM,91,241,0.01%
Backcountry Campers,Colorado NM,92,232,0.01%
Backcountry Campers,Wind Cave NP,93,226,0.01%
Backcountry Campers,Grand Portage NM,94,200,0.01%
Backcountry Campers,Carlsbad Caverns NP,95,151,0.01%
Backcountry Campers,Santa Monica Mountains NRA,96,144,0.01%
Backcountry Campers,Craters of the Moon NM,97,139,0.01%
Backcountry Campers,Navajo NM,98,138,0.01%
Backcountry Campers,Curecanti NRA,99,117,0.01%
Backcountry Campers,Lake Meredith NRA,100,26,0.00%
Backcountry Campers,Aniakchak NM & PRES,101,23,0.00%
Backcountry Campers,El Malpais NM,102,14,0.00%

